Species,Number,Site,date collected,complete increments,O/T,Age,D1 (mm) (to edge),D2 (mm),D3 (mm),otolith measurement check & comments,initial oto reader (initials),checker (initials),SL (mm),FL (mm),TL (mm),whole Body mass (g),gonad mass (g),somatic mass (g),Predicted TL 2022,Predicted TL 2021,Predicted Somatic Mass (g) 2022,Predicted Somatic Mass (g) 2021,Predicted growth 2021-2022 (g),,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-025,WNR,6/21/22,9,T,10,5.986,5.986,5.866,"yes, MAS altered",KR,MAS,315,370,384,762.5,74.49,688.0,378,370,663.5,620.5,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-026,WNR,6/21/22,7,T,8,5.342,5.342,5.103,"yes, MAS altered",KR,MAS,282,335,356,571.6,43.55,528.1,334,318,454.9,390.5,64.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-027,WNR,6/21/22,8,T,9,5.098,5.098,4.841,"yes, MAS altered",KR,MAS,274,327,341,491.5,27.82,463.7,318,301,389.3,327.4,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-028,WNR,6/21/22,5,T,6,5.286,5.286,4.763,"yes, MAS altered",KR,MAS,276,329,340,389.2,21.93,367.3,331,296,439.2,310.0,129.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-029,WNR,6/21/22,6,T,7,5.253,5.253,4.794,"yes, MAS altered",KR,MAS,282,338,348,576.9,25.03,551.9,328,298,430.2,316.8,113.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-030,WNR,6/21/22,5,T,6,5.432,5.432,4.822,"yes, MAS altered",KR,MAS,273,327,340,456.4,17.71,438.7,340,300,480.9,323.1,157.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-031,WNR,6/21/22,6,T,7,4.656,4.656,4.469,"yes, MAS altered",KR,MAS,236,282,294,304.1,8.53,295.6,288,276,287.2,250.2,37.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-032,WNR,6/21/22,7,T,8,5.358,5.358,5.118,"yes, MAS altered",KR,MAS,268,322,336,504.9,31.03,473.9,336,319,459.5,394.4,65.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-033,WNR,6/21/22,8,T,9,5.659,5.659,5.494,"yes, MAS altered",KR,MAS,302,356,370,645.7,25.83,619.9,356,345,550.9,499.4,51.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-034,WNR,6/21/22,7,T,8,5.397,5.397,5.060,"yes, MAS altered",KR,MAS,274,330,341,514.4,17.34,497.1,338,316,470.7,379.6,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-035,WNR,6/21/22,7,T,8,4.984,4.984,4.688,"yes, MAS altered",KR,MAS,287,341,355,551.2,21.58,529.6,310,291,360.9,293.9,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-036,WNR,6/21/22,4,T,5,5.451,5.451,4.904,"yes, MAS altered",KR,MAS,262,312,326,402.6,12.52,390.1,342,305,486.5,341.9,144.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-037,WNR,6/21/22,9,T,10,5.005,5.005,4.852,"yes, MAS altered",KR,MAS,287,345,359,567.7,21.80,545.9,312,302,366.0,329.9,36.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-038,WNR,6/21/22,9,T,10,5.768,5.768,5.457,"yes, MAS altered",KR,MAS,273,329,342,490.7,18.76,471.9,363,342,586.9,488.3,98.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-039,WNR,6/21/22,7,T,8,5.243,5.243,5.058,"yes, MAS altered",KR,MAS,281,336,350,490.1,14.71,475.4,328,315,427.4,379.1,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-040,WNR,6/21/22,6,T,7,4.675,4.675,4.386,"yes, MAS altered",KR,MAS,258,309,324,422.0,15.87,406.1,290,270,291.2,234.8,56.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-041,WNR,6/21/22,9,T,10,5.463,5.463,5.307,"yes, MAS altered",KR,MAS,314,370,386,755.6,29.41,726.2,343,332,490.1,445.1,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-042,WNR,6/21/22,5,T,6,5.178,5.178,4.800,"yes, MAS altered",KR,MAS,268,320,335,443.3,17.87,425.4,323,298,410.0,318.2,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-043,WNR,6/21/22,9,T,10,5.761,5.761,5.440,"yes, MAS altered",KR,MAS,291,345,360,648.9,26.72,622.2,363,341,584.5,483.3,101.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-044,WNR,6/21/22,5,T,6,4.900,4.900,4.425,"yes, MAS altered",KR,MAS,236,281,290,343.5,13.69,329.8,305,273,340.9,241.9,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-045,WNR,6/21/22,,,,,,,,KR,MAS,302,356,370,706.2,34.88,671.3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-046,WNR,6/21/22,,,,,,,,KR,MAS,243,290,302,344.2,10.38,333.8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-047,WNR,6/21/22,,,,,,,,KR,MAS,259,309,322,434.6,16.97,417.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-048,WNR,7/6/22,5,T,6,4.496,4.496,4.056,"yes, MAS altered",KR,MAS,223,265,276,238.0,16.30,221.7,278,248,255.3,180.1,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-049,WNR,7/6/22,5,T,6,5.191,5.191,4.912,"yes, MAS altered",KR,MAS,266,318,330,451.3,18.02,433.3,324,306,413.5,343.8,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-050,WNR,7/6/22,5,T,6,5.335,5.335,4.814,"yes, MAS altered",KR,MAS,255,306,314,411.5,20.14,391.4,334,299,452.9,321.3,131.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-051,WNR,7/20/22,,,,,,,,KR,MAS,266,324,335,535.5,33.29,502.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-052,WNR,7/20/22,5,T,6,5.170,5.170,4.729,"yes, MAS altered",KR,MAS,253,307,320,400.8,21.30,379.5,323,293,407.9,302.6,105.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-053,WNR,8/2/22,7,T,8,5.300,5.300,5.098,"yes, MAS altered",KR,MAS,270,324,342,466.5,13.48,453.0,332,318,443.1,389.3,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-054,WNR,8/2/22,4,T,5,5.308,5.308,4.989,"yes, MAS altered",KR,MAS,249,300,314,393.0,14.29,378.7,332,311,445.4,362.1,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-055,WNR,8/2/22,6,T,7,5.545,5.545,5.227,"yes, MAS altered",KR,MAS,265,319,333,488.1,22.69,465.4,348,327,515.0,423.1,91.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-056,WNR,8/2/22,6,T,7,4.833,4.833,4.480,"yes, MAS altered",KR,MAS,246,299,315,394.7,11.75,383.0,300,277,325.6,252.2,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-057,WNR,8/2/22,7,T,8,5.188,5.188,4.806,"yes, MAS altered",KR,MAS,250,299,315,445.4,16.87,428.5,324,298,412.7,319.5,93.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-058,WNR,8/2/22,5,T,6,5.183,5.183,4.535,"yes, MAS altered",KR,MAS,241,295,304,372.8,18.09,354.7,324,280,411.3,262.8,148.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-059,WNR,8/2/22,7,T,8,5.517,5.517,4.965,"yes, MAS altered",KR,MAS,258,309,318,470.1,6.49,463.6,346,309,506.4,356.3,150.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-060,WNR,8/2/22,5,T,6,5.299,5.299,4.631,"yes, MAS altered",KR,MAS,233,286,296,294.6,10.80,283.8,332,287,442.8,282.1,160.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-061,WNR,8/2/22,7,T,8,5.803,5.803,5.582,"yes, MAS altered",KR,MAS,270,326,340,482.6,26.13,456.5,365,351,598.8,526.5,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-062,WNR,8/2/22,8,O,8,5.497,5.371,5.206,"yes, MAS altered",KR,MAS,281,337,351,600.4,42.46,557.9,336,325,463.2,417.5,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-063,WNR,8/2/22,6,T,7,5.362,5.362,5.040,"yes, MAS altered",KR,MAS,244,296,309,343.8,9.31,334.5,336,314,460.6,374.7,86.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-064,WNR,8/2/22,6,T,7,5.378,5.378,5.149,"yes, MAS altered",KR,MAS,245,297,308,404.6,17.57,387.0,337,321,465.2,402.4,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-065,WNR,8/2/22,5,T,6,5.175,5.175,4.666,"yes, MAS",KR,MAS,250,303,314,403.9,10.98,392.9,323,289,409.2,289.3,119.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-066,WNR,8/2/22,5,T,6,4.951,4.951,4.320,"yes, MAS altered",KR,MAS,230,285,299,386.0,11.22,374.8,308,266,353.0,223.1,129.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-067,WNR,8/2/22,4,T,5,4.465,4.465,4.066,"yes, MAS altered",KR,MAS,206,251,260,216.6,5.96,210.6,276,249,249.4,181.6,67.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-068,WNR,8/2/22,9,T,10,5.493,5.493,5.275,"yes, MAS altered",KR,MAS,270,327,340,479.5,16.95,462.6,345,330,499.1,436.2,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-069,WNR,8/2/22,8,T,9,5.197,5.197,4.891,"yes, MAS altered",KR,MAS,280,334,348,581.2,16.65,564.6,325,304,415.1,338.9,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-070,WNR,8/2/22,6,T,7,4.708,4.708,4.369,"yes, MAS altered",KR,MAS,209,257,267,262.9,10.55,252.4,292,269,298.1,231.7,66.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-071,WNR,8/2/22,7,T,8,5.446,5.446,5.005,"yes, MAS altered",KR,MAS,261,319,329,513.4,17.53,495.9,341,312,485.1,366.0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-072,WNR,8/2/22,7,T,8,4.673,4.673,4.582,"don't use, poor structure",KR,MAS,239,285,296,313.3,11.64,301.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-073,WNR,8/2/22,,,,,,,"don't use, no otoliths",KR,MAS,246,300,310,347.9,15.22,332.7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-074,WNR,8/2/22,2,T,3,4.290,4.290,3.532,"yes, MAS altered",KR,MAS,191,234,243,161.6,0.97,160.6,264,213,217.9,112.0,105.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-075,WNR,8/2/22,5,T,6,5.629,5.629,5.223,"yes, MAS altered",KR,MAS,270,325,336,522.0,17.03,505.0,354,326,541.3,422.0,119.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-076,WNR,8/2/22,,,,,,,,KR,MAS,293,350,363,596.1,19.89,576.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-077,WNR,8/2/22,,,,,,,,KR,MAS,264,316,332,454.7,21.92,432.8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-078,WNR,8/2/22,,,,,,,,KR,MAS,230,281,290,339.7,9.56,330.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-079,WNR,8/2/22,,,,,,,,KR,MAS,227,273,286,321.0,12.08,308.9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-080,WNR,8/2/22,,,,,,,,KR,MAS,235,283,293,330.4,9.00,321.4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-081,WNR,8/2/22,,,,,,,,KR,MAS,415,490,512,1825.7,69.64,1756.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-082,WNR,8/9/22,3,T,4,3.545,3.545,3.074,"yes, MAS altered",KR,MAS,166,204,210,118.0,1.54,116.5,214,182,113.5,69.1,44.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-083,WNR,8/9/22,5,O,5,4.878,4.741,4.352,"yes, MAS altered",KR,MAS,237,289,293,294.8,11.68,283.1,294,268,305.2,228.7,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-084,WNR,8/9/22,6,O,6,4.797,4.650,4.207,"yes, MAS altered",KR,MAS,239,289,298,318.6,15.74,302.9,288,258,286.0,203.9,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-085,WNR,8/9/22,4,T,5,4.772,4.772,4.156,"yes, MAS altered",KR,MAS,240,280,295,327.2,14.03,313.2,296,255,312.0,195.6,116.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-086,WNR,8/9/22,7,T,8,5.279,5.279,4.966,"yes, MAS altered",KR,MAS,270,320,335,483.8,29.53,454.3,330,309,437.3,356.6,80.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-087,WNR,8/9/22,5,T,6,5.439,5.439,4.762,"yes, MAS altered",KR,MAS,272,325,339,523.9,23.11,500.8,341,296,483.0,309.8,173.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-088,WNR,8/16/22,6,O,6,4.708,4.606,4.339,"yes, MAS altered",KR,MAS,246,298,304,306.8,6.06,300.7,285,267,277.0,226.4,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-089,WNR,8/16/22,3,T,4,3.876,3.876,3.582,"yes, MAS altered",KR,MAS,185,221,228,142.1,0.26,141.8,236,216,154.2,117.6,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-090,WNR,8/16/22,7,T,8,5.509,5.509,5.213,"yes, MAS altered",KR,MAS,277,331,344,509.5,12.38,497.1,346,326,503.9,419.3,84.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-091,WNR,8/16/22,6,T,7,5.555,5.555,5.022,"yes, MAS altered",KR,MAS,266,319,331,394.4,13.58,380.8,349,313,518.1,370.2,147.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-092,WNR,8/16/22,4,T,5,4.815,4.815,4.161,"yes, MAS altered",KR,MAS,226,271,285,283.9,11.29,272.6,299,255,321.5,196.4,125.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-093,WNR,8/16/22,5,T,6,4.324,4.324,3.857,"yes, MAS altered",KR,MAS,230,275,284,275.7,10.91,264.8,266,235,223.8,151.6,72.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-094,WNR,8/16/22,6,T,7,5.409,5.409,4.972,"yes, MAS altered",KR,MAS,273,325,340,472.2,15.03,457.2,339,310,474.2,358.0,116.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-095,WNR,8/16/22,7,T,8,5.192,5.192,4.914,"yes, MAS altered",KR,MAS,285,340,351,555.4,21.53,533.9,324,306,413.7,344.2,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-096,WNR,8/16/22,4,T,5,4.824,4.824,4.260,"yes, MAS altered",KR,MAS,227,271,282,295.5,10.52,285.0,300,262,323.5,212.7,110.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-097,WNR,8/16/22,9,T,10,5.650,5.650,5.491,"yes, MAS altered",KR,MAS,290,345,362,527.4,16.05,511.4,355,344,548.0,498.5,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-098,WNR,8/16/22,,,,,,,,KR,MAS,274,326,341,491.4,10.25,481.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-099,WNR,8/16/22,,,,,,,,KR,MAS,255,305,319,361.5,10.95,350.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-100,WNR,8/16/22,,,,,,,,KR,MAS,245,295,306,352.5,8.02,344.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-101,WNR,8/16/22,,,,,,,,KR,MAS,253,300,312,321.0,10.12,310.9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-102,WNR,8/16/22,,,,,,,,KR,MAS,255,303,315,398.7,17.61,381.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-103,WNR,8/16/22,,,,,,,,KR,MAS,232,275,287,266.0,11.15,254.9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-104,WNR,8/17/22,7,T,8,5.687,5.687,5.455,"yes, MAS altered",KR,MAS,274,330,342,486.4,17.28,469.1,358,342,560.0,487.7,72.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-105,WNR,8/17/22,6,T,7,5.592,5.592,5.379,"yes, MAS altered",KR,MAS,340,405,427,1001.9,27.98,973.9,351,337,529.6,465.5,64.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-106,WNR,8/17/22,8,T,9,5.616,5.616,5.414,"yes, MAS altered",KR,MAS,315,380,397,815.0,49.92,765.1,353,339,537.2,475.6,61.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-107,WNR,8/17/22,8,T,9,5.273,5.273,4.892,"yes, MAS altered",KR,MAS,276,333,347,359.6,20.26,339.3,330,304,435.6,339.1,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-108,WNR,8/17/22,5,T,6,5.280,5.280,4.685,"yes, MAS altered",KR,MAS,254,305,316,389.5,14.66,374.8,330,290,437.6,293.3,144.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-109,WNR,8/17/22,14,T,15,6.832,6.832,6.589,"yes, MAS altered",KR,MAS,364,439,453,1592.6,55.24,1537.4,434,418,1025.0,910.2,114.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-110,WNR,8/18/22,7,T,8,5.637,5.637,5.387,"yes, MAS altered",KR,MAS,280,336,349,516.5,18.12,498.4,354,337,543.9,467.8,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-111,WNR,8/18/22,10,T,11,6.074,6.074,5.935,"yes, MAS altered",KR,MAS,338,402,416,973.9,46.33,927.6,384,374,696.2,645.0,51.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-112,WNR,8/25/22,6,T,7,5.175,5.175,4.472,"yes, MAS altered",KR,MAS,263,312,320,400.0,14.30,385.7,323,276,409.2,250.7,158.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-113,WNR,8/25/22,7,T,8,5.132,5.132,4.908,"yes, MAS altered",KR,MAS,270,329,341,474.3,15.97,458.3,320,305,398.0,342.8,55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-114,WNR,8/25/22,,,,,,,"don't use, no otoliths",KR,MAS,254,310,320,418.0,15.72,402.3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-115,WNR,8/25/22,7,T,8,4.732,4.732,4.309,"yes, MAS altered",KR,MAS,239,289,300,345.0,20.59,324.4,294,265,303.3,221.1,82.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-116,WNR,8/25/22,7,T,8,5.411,5.411,5.160,"yes, MAS altered",KR,MAS,300,359,375,708.7,21.63,687.1,339,322,474.8,405.3,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-117,WNR,8/25/22,,,,,,,"don't use, no otoliths",KR,MAS,273,326,336,438.7,12.77,425.9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-118,WNR,8/25/22,7,T,8,5.232,5.232,4.782,"yes, MAS altered",KR,MAS,262,314,324,403.4,12.59,390.8,327,297,424.5,314.2,110.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-119,WNR,8/25/22,8,T,9,5.519,5.519,5.356,"yes, MAS altered",KR,MAS,305,369,384,687.9,38.76,649.1,346,335,507.0,458.9,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-120,WNR,8/25/22,7,T,8,5.596,5.596,5.360,"yes, MAS altered",KR,MAS,279,335,346,533.4,20.58,512.8,351,336,530.9,460.0,70.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-121,WNR,8/25/22,7,T,8,5.326,5.326,5.077,"yes, MAS altered",KR,MAS,281,340,343,466.3,13.22,453.1,333,317,450.4,383.9,66.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-122,WNR,8/25/22,8,T,9,5.581,5.581,5.320,"yes, MAS altered",KR,MAS,302,361,375,609.7,33.72,576.0,350,333,526.1,448.7,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-123,WNR,8/25/22,11,T,12,6.040,6.040,5.648,"yes, MAS altered",KR,MAS,334,399,415,962.2,43.04,919.2,381,355,683.5,547.4,136.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-124,WNR,8/25/22,4,T,5,4.480,4.480,3.741,"yes, MAS altered",KR,MAS,230,276,285,260.7,9.81,250.9,277,227,252.2,136.6,115.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-125,WNR,8/25/22,7,T,8,5.837,5.837,5.456,"yes, MAS altered",KR,MAS,270,324,335,468.4,13.84,454.6,368,342,610.4,488.0,122.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-126,WNR,8/25/22,,,,,,,,KR,MAS,280,339,350,530.8,7.33,523.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-127,WNR,8/25/22,,,,,,,,KR,MAS,295,355,372,651.4,27.54,623.9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-128,WNR,8/25/22,,,,,,,,KR,MAS,284,340,360,543.5,19.29,524.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-129,WNR,8/25/22,,,,,,,,KR,MAS,294,357,374,670.4,22.35,648.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-130,WNR,8/25/22,,,,,,,,KR,MAS,299,355,375,629.4,23.46,605.9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-131,WNR,8/25/22,,,,,,,,KR,MAS,329,397,413,888.3,23.35,865.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-132,WNR,8/25/22,,,,,,,,KR,MAS,250,305,315,392.1,15.70,376.4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-133,WNR,8/25/22,,,,,,,,KR,MAS,269,324,335,418.3,16.66,401.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-134,WNR,8/25/22,,,,,,,,KR,MAS,285,344,350,559.8,25.73,534.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-135,WNR,8/25/22,,,,,,,,KR,MAS,275,333,345,496.5,40.02,456.5,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-136,WNR,8/25/22,,,,,,,,KR,MAS,333,405,416,952.2,29.96,922.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-137,WNR,8/25/22,,,,,,,,KR,MAS,305,365,378,669.2,29.31,639.9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-138,WNR,8/25/22,,,,,,,,KR,MAS,291,347,363,558.0,12.24,545.8,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-139,WNR,8/25/22,,,,,,,,KR,MAS,339,405,420,948.8,29.08,919.7,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-140,WNR,8/25/22,,,,,,,,KR,MAS,261,315,325,423.2,15.80,407.4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-141,WNR,8/25/22,,,,,,,,KR,MAS,289,349,363,570.5,15.43,555.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-142,WNR,9/1/22,,,,,,,,KR,MAS,270,322,334,443.6,5.30,438.3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-143,WNR,9/1/22,,,,,,,,KR,MAS,240,285,297,295.0,9.07,285.9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-144,WNR,9/1/22,,,,,,,,KR,MAS,184,222,227,137.6,0.40,137.2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PACL,2022-PACL-WNR-145,WNR,9/1/22,,,,,,,,KR,MAS,170,207,214,111.8,1.70,110.1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
